14  1388.75	2.214362e+00	1.224356e-01	1.041527e+00	3.027834e+00	9.586966e-01	4.148771e-02	5.610232e+01	6.442179e-01	5.422439e+00	2.740480e+02	5.744318e+01	5.053242e+01	1.096389e+02	2.529015e+00	8.906506e+00	1.212863e+01	1.915764e+01	8.706213e+01	9.481805e-02	1.370139e-01	4.841312e-01	2.511885e-01	6.806483e-01	2.151406e+00	9.992565e+02	9.979136e+02	1.002174e+00	6.398911e+00	6.687369e-01	2.477428e-01	6.621950e+01	2.065246e+00	8.101610e-01	
6  1391.24	2.214362e+00	1.224356e-01	1.041527e+00	3.027834e+00	9.586966e-01	4.148771e-02	5.514838e+01	5.403754e-01	5.571065e+00	2.676687e+02	5.073990e+01	4.672382e+01	1.085559e+02	3.435130e+00	7.860316e+00	1.077562e+01	1.637100e+01	8.424211e+01	9.062670e-02	1.662931e-01	4.200003e-01	2.932134e-01	7.000357e-01	1.903622e+00	9.987974e+02	9.979315e+02	1.001934e+00	6.398911e+00	6.687369e-01	2.477428e-01	6.621950e+01	2.065246e+00	8.101610e-01	
1  1391.95	2.214362e+00	1.224356e-01	1.041527e+00	3.027834e+00	9.586966e-01	4.148771e-02	5.088505e+01	5.460786e-01	5.380522e+00	2.525231e+02	4.920196e+01	4.810970e+01	1.138869e+02	4.420167e+00	8.997190e+00	1.233355e+01	1.775927e+01	8.881343e+01	9.240050e-02	1.704287e-01	4.446716e-01	2.738138e-01	6.548365e-01	1.951514e+00	9.986424e+02	9.982804e+02	1.001951e+00	6.398911e+00	6.687369e-01	2.477428e-01	6.621950e+01	2.065246e+00	8.101610e-01	
4  1394.35	2.214362e+00	1.224356e-01	1.041527e+00	3.027834e+00	9.586966e-01	4.148771e-02	5.514214e+01	5.974180e-01	6.012561e+00	2.507753e+02	4.621222e+01	4.439735e+01	1.063851e+02	5.690215e+00	7.363314e+00	1.204725e+01	1.814046e+01	8.633463e+01	7.089663e-02	1.483386e-01	4.250413e-01	2.359563e-01	6.885035e-01	1.973723e+00	9.982195e+02	9.984467e+02	1.001998e+00	6.398911e+00	6.687369e-01	2.477428e-01	6.621950e+01	2.065246e+00	8.101610e-01	
8  1394.26	2.214362e+00	1.224356e-01	1.041527e+00	3.027834e+00	9.586966e-01	4.148771e-02	5.604640e+01	5.202806e-01	6.032597e+00	2.627597e+02	4.731836e+01	4.148125e+01	1.060657e+02	4.338784e+00	7.625620e+00	1.189235e+01	1.962780e+01	8.698020e+01	7.747780e-02	1.497092e-01	4.581187e-01	2.049067e-01	6.550776e-01	2.020556e+00	9.984930e+02	9.986693e+02	1.001933e+00	6.398911e+00	6.687369e-01	2.477428e-01	6.621950e+01	2.065246e+00	8.101610e-01	
3  1396.03	2.214362e+00	1.224356e-01	1.041527e+00	3.027834e+00	9.586966e-01	4.148771e-02	4.855451e+01	5.739020e-01	5.805592e+00	2.522303e+02	4.705820e+01	4.230520e+01	1.127982e+02	4.766186e+00	7.585615e+00	1.014796e+01	1.933762e+01	9.179370e+01	6.747384e-02	1.477770e-01	4.080195e-01	1.964721e-01	6.222212e-01	1.830298e+00	9.988346e+02	9.990446e+02	1.001258e+00	6.398911e+00	6.687369e-01	2.477428e-01	6.621950e+01	2.065246e+00	8.101610e-01	
3  1395.92	2.214362e+00	1.224356e-01	1.041527e+00	3.027834e+00	9.586966e-01	4.148771e-02	4.674533e+01	6.864225e-01	5.323893e+00	2.590622e+02	4.980325e+01	4.611512e+01	1.168377e+02	4.438819e+00	6.173316e+00	8.232684e+00	1.845475e+01	9.312343e+01	8.789746e-02	1.463564e-01	3.988323e-01	1.714955e-01	6.429042e-01	1.853476e+00	9.987503e+02	9.988746e+02	1.000937e+00	6.398911e+00	6.687369e-01	2.477428e-01	6.621950e+01	2.065246e+00	8.101610e-01	
2  1396.83	2.214362e+00	1.224356e-01	1.041527e+00	3.027834e+00	9.586966e-01	4.148771e-02	5.009212e+01	7.114479e-01	4.960970e+00	2.461762e+02	5.354800e+01	4.755293e+01	1.158274e+02	4.347085e+00	7.302801e+00	8.089673e+00	1.738262e+01	8.857898e+01	8.694411e-02	1.500170e-01	3.882180e-01	1.875553e-01	6.240457e-01	1.750763e+00	9.982487e+02	9.987066e+02	1.001320e+00	6.398911e+00	6.687369e-01	2.477428e-01	6.621950e+01	2.065246e+00	8.101610e-01	
5  1396.26	2.214362e+00	1.224356e-01	1.041527e+00	3.027834e+00	9.586966e-01	4.148771e-02	4.820437e+01	6.599359e-01	3.800170e+00	2.723015e+02	6.009248e+01	4.691884e+01	1.195282e+02	3.758147e+00	6.976059e+00	8.704695e+00	1.886377e+01	9.229370e+01	1.032599e-01	1.525572e-01	3.801992e-01	1.923500e-01	6.544246e-01	1.850740e+00	9.985340e+02	9.990136e+02	1.001363e+00	6.398911e+00	6.687369e-01	2.477428e-01	6.621950e+01	2.065246e+00	8.101610e-01	
3  1395.6	2.214362e+00	1.224356e-01	1.041527e+00	3.027834e+00	9.586966e-01	4.148771e-02	5.631203e+01	8.782443e-01	5.833655e+00	2.677567e+02	6.037180e+01	5.348636e+01	1.088432e+02	2.181654e+00	8.157516e+00	9.765455e+00	2.051381e+01	9.025012e+01	9.345695e-02	1.384915e-01	3.735655e-01	1.675750e-01	6.684653e-01	1.955976e+00	9.989145e+02	9.994267e+02	1.001674e+00	6.398911e+00	6.687369e-01	2.477428e-01	6.621950e+01	2.065246e+00	8.101610e-01	
7  1395.74	2.214362e+00	1.224356e-01	1.041527e+00	3.027834e+00	9.586966e-01	4.148771e-02	5.848366e+01	7.021419e-01	5.321202e+00	2.828156e+02	6.582356e+01	5.450804e+01	1.100914e+02	2.260755e-01	7.614023e+00	9.263965e+00	1.923148e+01	8.741639e+01	7.994142e-02	1.447453e-01	2.927441e-01	2.081808e-01	6.401098e-01	1.838604e+00	9.992596e+02	9.991858e+02	1.001550e+00	6.398911e+00	6.687369e-01	2.477428e-01	6.621950e+01	2.065246e+00	8.101610e-01	
6  1395.42	2.214362e+00	1.224356e-01	1.041527e+00	3.027834e+00	9.586966e-01	4.148771e-02	6.038379e+01	8.505080e-01	5.203742e+00	2.813162e+02	6.333943e+01	5.288748e+01	1.066745e+02	1.758059e+00	7.702209e+00	1.068457e+01	1.986923e+01	8.528184e+01	1.011584e-01	1.398764e-01	3.142219e-01	2.239866e-01	6.772543e-01	1.985046e+00	9.994005e+02	9.993678e+02	1.002005e+00	6.398911e+00	6.687369e-01	2.477428e-01	6.621950e+01	2.065246e+00	8.101610e-01	
