2  1392.31	2.231221e+00	1.233144e-01	1.042151e+00	3.027349e+00	9.558210e-01	3.897943e-02	5.631918e+01	6.306314e-01	5.234276e+00	2.772204e+02	5.711000e+01	4.942455e+01	1.088771e+02	2.809387e+00	8.858161e+00	1.212364e+01	1.899525e+01	8.682070e+01	9.513528e-02	1.363013e-01	4.816671e-01	2.495647e-01	6.764495e-01	2.137007e+00	9.992847e+02	9.979291e+02	1.002410e+00	6.094284e+00	6.669423e-01	2.478150e-01	6.627851e+01	2.064244e+00	8.118104e-01	
4  1389.51	2.219678e+00	1.222131e-01	1.042211e+00	3.023859e+00	9.595816e-01	4.182330e-02	5.656604e+01	6.145272e-01	5.280418e+00	2.758974e+02	5.727936e+01	4.922023e+01	1.078529e+02	2.986907e+00	8.988105e+00	1.233077e+01	1.924343e+01	8.665409e+01	9.505372e-02	1.364347e-01	4.853219e-01	2.504708e-01	6.782312e-01	2.144487e+00	9.992180e+02	9.979336e+02	1.000046e+00	6.425583e+00	6.726172e-01	2.477656e-01	6.657193e+01	2.057053e+00	8.085731e-01	
3  1391.88	2.219678e+00	1.222131e-01	1.042211e+00	3.023859e+00	9.595816e-01	4.182330e-02	5.492770e+01	5.931973e-01	6.141866e+00	2.969053e+02	5.609476e+01	4.928741e+01	1.091514e+02	2.546898e+00	6.428695e+00	1.257965e+01	2.015362e+01	8.853832e+01	9.740959e-02	1.529690e-01	4.437216e-01	2.547913e-01	6.744736e-01	2.006873e+00	9.997257e+02	9.983598e+02	9.998323e-01	6.425583e+00	6.726172e-01	2.477656e-01	6.657193e+01	2.057053e+00	8.085731e-01	
1  1392.39	2.219678e+00	1.222131e-01	1.042211e+00	3.023859e+00	9.595816e-01	4.182330e-02	5.359633e+01	5.471442e-01	7.868838e+00	2.740089e+02	5.107726e+01	5.514343e+01	1.154294e+02	1.938351e+00	6.527287e+00	1.182713e+01	1.926266e+01	8.800499e+01	8.437206e-02	1.621377e-01	4.857744e-01	2.494596e-01	6.262143e-01	1.881281e+00	1.000011e+03	9.980871e+02	9.998183e-01	6.425583e+00	6.726172e-01	2.477656e-01	6.657193e+01	2.057053e+00	8.085731e-01	
1  1394.3	2.219678e+00	1.222131e-01	1.042211e+00	3.023859e+00	9.595816e-01	4.182330e-02	5.090503e+01	4.352839e-01	8.045862e+00	2.483339e+02	4.677039e+01	5.356945e+01	1.196898e+02	1.613829e+00	7.099057e+00	1.170323e+01	1.877937e+01	8.858013e+01	7.093336e-02	1.688427e-01	4.895895e-01	2.370192e-01	6.937970e-01	2.026964e+00	9.999438e+02	9.978077e+02	9.991013e-01	6.425583e+00	6.726172e-01	2.477656e-01	6.657193e+01	2.057053e+00	8.085731e-01	
1  1393.64	2.219678e+00	1.222131e-01	1.042211e+00	3.023859e+00	9.595816e-01	4.182330e-02	4.915137e+01	3.497806e-01	7.833876e+00	2.350389e+02	4.752184e+01	5.089510e+01	1.188023e+02	5.042850e-01	8.123196e+00	1.225986e+01	2.033566e+01	9.437285e+01	9.926539e-02	1.874554e-01	4.616275e-01	2.216797e-01	6.455520e-01	2.020229e+00	1.000011e+03	9.980500e+02	9.992052e-01	6.425583e+00	6.726172e-01	2.477656e-01	6.657193e+01	2.057053e+00	8.085731e-01	
25  1394.24	2.219678e+00	1.222131e-01	1.042211e+00	3.023859e+00	9.595816e-01	4.182330e-02	4.530017e+01	5.366006e-01	6.220391e+00	2.374076e+02	5.021050e+01	5.078352e+01	1.218822e+02	2.455176e+00	7.273280e+00	1.140907e+01	1.965006e+01	9.441645e+01	8.864306e-02	1.855457e-01	4.878579e-01	2.256391e-01	6.349441e-01	1.814206e+00	9.998237e+02	9.975241e+02	9.991014e-01	6.425583e+00	6.726172e-01	2.477656e-01	6.657193e+01	2.057053e+00	8.085731e-01	
5  1393.29	2.219678e+00	1.222131e-01	1.042211e+00	3.023859e+00	9.595816e-01	4.182330e-02	4.319006e+01	6.126737e-01	7.517048e+00	2.406090e+02	5.167028e+01	5.667076e+01	1.276448e+02	1.519232e+00	6.733860e+00	1.163606e+01	2.058151e+01	9.676122e+01	5.500822e-02	1.622144e-01	4.379713e-01	2.290757e-01	6.345523e-01	1.906260e+00	9.999331e+02	9.979986e+02	9.988118e-01	6.425583e+00	6.726172e-01	2.477656e-01	6.657193e+01	2.057053e+00	8.085731e-01	
1  1394.84	2.219678e+00	1.222131e-01	1.042211e+00	3.023859e+00	9.595816e-01	4.182330e-02	4.547386e+01	6.177350e-01	6.601949e+00	2.611217e+02	5.345074e+01	5.765962e+01	1.253881e+02	1.087775e+00	6.930317e+00	1.195264e+01	1.872316e+01	9.301646e+01	7.222205e-02	1.776370e-01	4.565720e-01	2.078317e-01	6.594543e-01	2.008680e+00	9.995668e+02	9.982964e+02	9.985703e-01	6.425583e+00	6.726172e-01	2.477656e-01	6.657193e+01	2.057053e+00	8.085731e-01	
11  1397.27	2.219678e+00	1.222131e-01	1.042211e+00	3.023859e+00	9.595816e-01	4.182330e-02	4.659438e+01	6.431345e-01	7.994238e+00	2.559471e+02	5.017322e+01	6.045112e+01	1.245706e+02	4.909133e-01	6.518326e+00	1.144518e+01	1.750166e+01	9.044341e+01	7.755648e-02	1.768356e-01	4.349886e-01	1.982774e-01	6.326312e-01	1.981890e+00	9.995447e+02	9.982660e+02	9.981564e-01	6.425583e+00	6.726172e-01	2.477656e-01	6.657193e+01	2.057053e+00	8.085731e-01	
6  1394.46	2.219678e+00	1.222131e-01	1.042211e+00	3.023859e+00	9.595816e-01	4.182330e-02	4.766849e+01	6.258054e-01	7.786929e+00	2.436182e+02	5.040771e+01	5.880747e+01	1.243743e+02	1.700351e+00	6.938591e+00	1.008171e+01	1.670832e+01	8.951099e+01	7.407393e-02	1.783704e-01	4.898963e-01	2.259075e-01	6.898576e-01	2.233429e+00	9.994296e+02	9.983641e+02	9.985545e-01	6.425583e+00	6.726172e-01	2.477656e-01	6.657193e+01	2.057053e+00	8.085731e-01	
1  1394.59	2.219678e+00	1.222131e-01	1.042211e+00	3.023859e+00	9.595816e-01	4.182330e-02	4.838518e+01	5.734923e-01	7.920325e+00	2.602226e+02	5.054085e+01	5.647199e+01	1.212710e+02	1.524081e+00	7.783159e+00	1.100112e+01	1.789935e+01	9.083160e+01	7.548397e-02	1.973812e-01	5.067220e-01	2.585052e-01	6.850092e-01	2.220387e+00	9.995757e+02	9.982216e+02	9.988154e-01	6.425583e+00	6.726172e-01	2.477656e-01	6.657193e+01	2.057053e+00	8.085731e-01	
1  1392.5	2.219678e+00	1.222131e-01	1.042211e+00	3.023859e+00	9.595816e-01	4.182330e-02	4.609691e+01	4.214569e-01	7.385105e+00	2.618531e+02	5.051949e+01	5.096434e+01	1.216853e+02	2.394944e+00	7.975043e+00	9.688099e+00	1.929665e+01	9.609403e+01	8.860232e-02	1.942978e-01	5.349338e-01	2.449314e-01	6.689537e-01	2.068638e+00	9.997894e+02	9.986320e+02	9.995789e-01	6.425583e+00	6.726172e-01	2.477656e-01	6.657193e+01	2.057053e+00	8.085731e-01	
