1  4.4729444396527489	6.978282560562535375e-01	1.200746499468094142e-01	
1  3.75068558975156252	7.014081437234603866e-01	1.198169484878499752e-01	
1  4.29838075957233734	6.986652669911246338e-01	1.197539062563095780e-01	
1  3.57264464099925494	7.023424430340652336e-01	1.199014415736798511e-01	
1  1.38293418179867844	7.166841219338392355e-01	1.196670744453656315e-01	
2  0.648875910667170652	7.241235146816789037e-01	1.196376719043501236e-01	
1  0.691608407479032961	7.235993461634537827e-01	1.197445783958612647e-01	
1  0.520302093521691766	7.258145787677600103e-01	1.195608066073394621e-01	
2  0.71754802111200533	7.232890398285678479e-01	1.196536973139563087e-01	
1  1.54929634826602336	7.153039956927367271e-01	1.198112781381297370e-01	
1  1.78174383072614839	7.134943727539301284e-01	1.197499115106973183e-01	
2  2.57783076872688799	7.080573637490328309e-01	1.198735305280385910e-01	
1  1.16288064134384816	7.186443655128474939e-01	1.199443674031289847e-01	
1  0.267695187019572234	7.299098067861442551e-01	1.198987106445424666e-01	
1  0.0698903789176436446	7.349910083810663464e-01	1.198759185959532014e-01	
1  0.256173898172522119	7.301358566689063467e-01	1.198763296211966672e-01	
1  0.0582330712926301952	7.354539466582700191e-01	1.198797813234309534e-01	
1  0.117119109072470515	7.471725391455229515e-01	1.199844348337318484e-01	
1  0.471689795836906733	7.540921376466850345e-01	1.200784381293630715e-01	
2  0.0893743863150012613	7.463035741448834637e-01	1.199671256606338471e-01	
1  0.14071935568391461	7.327667867572854599e-01	1.200127416592955826e-01	
5  0.260178169037750928	7.505432735006707379e-01	1.199264549556224718e-01	
1  0.195014220173840153	7.491682204929571709e-01	1.199795241496212916e-01	
1  0.230416182185251645	7.306603818565428066e-01	1.199909268615623054e-01	
1  0.124401704114855197	7.473829880160450800e-01	1.199507437167964263e-01	
1  0.160583074581227392	7.483473562315282601e-01	1.201491261535753002e-01	
1  0.0549931299236798565	7.450093130534740649e-01	1.203988327040259876e-01	
1  0.0218070708731645177	7.373344721310144401e-01	1.204768213388741072e-01	
1  0.136666401616261146	7.328760639520665032e-01	1.206201326156003811e-01	
1  0.142170842005189035	7.327280347885206657e-01	1.206795981967903469e-01	
1  0.10039061688733647	7.339371761003210537e-01	1.207863891075557639e-01	
1  0.290861206216307122	7.294695564613948857e-01	1.206998514909819326e-01	
1  0.0158111320485536805	7.377748637002052856e-01	1.207339105593415590e-01	
1  0.0696540836668053387	7.349999906734846489e-01	1.211028380874284438e-01	
2  0.793738907041513397	7.224086885211926656e-01	1.209163827657477180e-01	
1  0.441906331345294001	7.536496061853872330e-01	1.208409150173268692e-01	
1  0.858197710292056271	7.589036010655619835e-01	1.210804371405690416e-01	
1  0.824819286853984979	7.585382324253879816e-01	1.208497231466634375e-01	
1  0.0746267013526651507	7.348140674337444445e-01	1.210761932843895800e-01	
1  0.278355090667906147	7.297049520546363688e-01	1.210100792794237268e-01	
1  0.000899261066105825832	7.409022076076728913e-01	1.210908118409865369e-01	
2  0.199017402318053316	7.492587799396359660e-01	1.212952609063439185e-01	
1  0.314840579234340168	7.515680481359294784e-01	1.211991341937840444e-01	
2  0.000901235773274620456	7.409028684455551961e-01	1.210214375879611198e-01	
1  0.178589003080106057	7.487865407064447920e-01	1.214181181509230018e-01	
1  0.139723591039414119	7.478065124921213780e-01	1.213964022134088050e-01	
1  0.0336526450174148214	7.439839433603983032e-01	1.216816494983166685e-01	
1  0.0508503898930837139	7.448284594771381606e-01	1.215224178027382862e-01	
1  0.103880549863299018	7.467724761991737514e-01	1.214508538046655123e-01	
1  0.0427304218553441334	7.361488164909482101e-01	1.213434000024179865e-01	
6  0.27679620987627146	7.297346615994136920e-01	1.213970948037815939e-01	
1  0.0532454504981419927	7.356661220045310756e-01	1.210587598404408993e-01	
1  0.409847361752587569	7.274437468892532843e-01	1.211544395791490508e-01	
2  0.0449378720937151019	7.360429417366033400e-01	1.214369988562115504e-01	
1  0.0862334867558830903	7.344028616652724661e-01	1.214585475587036667e-01	
1  0.180495160948224431	7.317682892391267346e-01	1.216525549311937848e-01	
1  0.00459219903115765365	7.416608607663112140e-01	1.215565516287751141e-01	
1  0.504229726600510131	7.545599356290080273e-01	1.213420723127399542e-01	
1  0.027164654791837356	7.436098280898638668e-01	1.209755736458808378e-01	
1  0.206276228431702319	7.494206950065187556e-01	1.209193371566355535e-01	
1  0.00195699743272341985	7.394116206189533802e-01	1.207805287942530781e-01	
1  0.145592831087362706	7.479625502883120447e-01	1.207198950284331523e-01	
1  0.894586310108099969	7.592939139500102241e-01	1.204734709911402246e-01	
5  0.640574492712580379	7.563726749927051074e-01	1.204642750588573868e-01	
1  0.0082806224496712235	7.421274051060187116e-01	1.206232915347535684e-01	
1  0.156294989380658222	7.323608159539262141e-01	1.205017108975024870e-01	
1  0.425552491792982657	7.271997401212695333e-01	1.204270951178017246e-01	
2  0.155351591738563166	7.323848127049116252e-01	1.204408583247121439e-01	
1  0.535235289306944639	7.256081761693210508e-01	1.204333399473506011e-01	
1  1.19498944465334556	7.183474296894463151e-01	1.203717041902620799e-01	
1  0.173943849465855782	7.319245551991198084e-01	1.201716633403087237e-01	
1  0.52971410177449374	7.256841489141542256e-01	1.203036929627459423e-01	
2  1.03332277620403334	7.198863180884103041e-01	1.204346421440384840e-01	
1  0.14983525017871735	7.325266120840348005e-01	1.202625237402032282e-01	
1  0.000413840740477058693	7.398914737538179187e-01	1.202109167718309335e-01	
2  0.0511670495911675099	7.448425375902820722e-01	1.202606402195641744e-01	
1  0.0109311014042671687	7.423995939070002770e-01	1.202722767975310109e-01	
1  0.110903297189157951	7.469876813388829362e-01	1.201829316173764067e-01	
1  0.000602599558159424274	7.407929668851094274e-01	1.203433136847401747e-01	
2  0.0290601689440178057	7.368766412791318832e-01	1.203154687595138078e-01	
2  0.000114871979207578417	7.405152337607691093e-01	1.203272825584088546e-01	
1  0.0267844593237111794	7.435865843601018321e-01	1.202103773263243358e-01	
1  0.0740188059823546213	7.348364568202891967e-01	1.203533122667503341e-01	
1  0.172462108877270509	7.319603046058008600e-01	1.202653290214680537e-01	
1  0.00011089445027451212	7.405114746176416629e-01	1.205208569544635733e-01	
2  0.00170764424151870079	7.394701453321697038e-01	1.205421705887503858e-01	
1  0.0365871576966333989	7.441412067056978330e-01	1.203987089879668959e-01	
1  0.00180536117508198397	7.394467321319262432e-01	1.203872056311617311e-01	
2  0.0438429044048445002	7.360951258653336549e-01	1.206084480464584274e-01	
1  0.0170736184654809234	7.429240138823487438e-01	1.206529407314825275e-01	
1  0.1351899617899818	7.329162741254388047e-01	1.207788453593452022e-01	
1  0.0210210341265820617	7.432115910843674067e-01	1.208694695953392850e-01	
1  0.422064611917212895	7.533464637620304050e-01	1.209328946310262720e-01	
1  0.22447167843637772	7.498144594423341580e-01	1.208735681804328360e-01	
1  0.000560824171933163476	7.407755724677240750e-01	1.208598948877962764e-01	
1  0.370790586617700424	7.525283452589132116e-01	1.206600070650407641e-01	
1  0.167901044988924802	7.485286775014660110e-01	1.209731887156209607e-01	
1  0.00182492527248216663	7.394421213000157422e-01	1.208000508414302093e-01	
1  0.252216533237814677	7.503853301147828114e-01	1.206340604559110741e-01	
1  1.11827425826637937e-05	7.403671548689875204e-01	1.207488066776140345e-01	
2  0.0704672057708310151	7.349691450269904003e-01	1.205538037726711781e-01	
1  1.00794520133742194	7.201385481476318962e-01	1.207660416198382408e-01	
1  0.204297875286776703	7.312231477292151505e-01	1.207886148828310191e-01	
4  0.00167705075246499962	7.394776126050004450e-01	1.206532157002091071e-01	
1  0.00722440264224432412	7.385931147966062760e-01	1.206315238098952247e-01	
1  0.00718614814001188387	7.385976399258957770e-01	1.207543460037545230e-01	
3  0.0255424382977685709	7.370905211456181272e-01	1.207147374775354304e-01	
1  0.257105828844446938	7.504826145295001583e-01	1.209721317400075241e-01	
1  0.483206228930788961	7.542594916814047146e-01	1.212653714397998878e-01	
1  0.370537761884732586	7.525241755800902155e-01	1.211948471162157814e-01	
1  0.138688889348261429	7.328213333209476765e-01	1.212577113573013593e-01	
1  0.188197624368151795	7.315881495676757051e-01	1.210305555698756030e-01	
4  0.110545472348074769	7.336231161393557132e-01	1.211974315855396112e-01	
1  1.0802613335870983	7.194278225714467734e-01	1.210717543969413584e-01	
1  1.93001706043360199	7.124013032538853984e-01	1.207786187473614686e-01	
1  2.62653497292785865	7.077542011331362515e-01	1.207833897108393090e-01	
1  0.592753078627165642	7.248389049046076726e-01	1.209068889932800456e-01	
2  1.3785808267641193	7.167213215845875673e-01	1.215052501508550320e-01	
1  0.830044814459088287	7.220040858994402067e-01	1.215333894941006548e-01	
3  0.0661719546065471925	7.351341674578313334e-01	1.213741464927393376e-01	
1  6.81699800405266012e-05	7.401341941208799957e-01	1.217133729915244045e-01	
1  0.718920556049605808	7.573272217887617730e-01	1.217392517968798188e-01	
1  1.02636631338161233	7.606448520972882710e-01	1.215404268821514838e-01	
2  1.25157555980726531	7.627663168267313498e-01	1.215869669532944480e-01	
2  1.00805497408258682	7.604625496886684433e-01	1.218482016759411118e-01	
2  0.800350255834372803	7.582656686814848168e-01	1.219684352626429907e-01	
1  0.0510347591585530863	7.448366615118896528e-01	1.221452848764551929e-01	
1  1.61976705691097405e-06	7.402744418377281699e-01	1.219775883039108388e-01	
1  0.213238071458965284	7.310266699908839483e-01	1.218407082127117569e-01	
1  0.0747249774502178193	7.348104564027485575e-01	1.218098476857810697e-01	
1  0.00301138572872611905	7.391979874607425005e-01	1.218147918098765325e-01	
1  0.576441194715097249	7.250531247462076445e-01	1.214001205913796955e-01	
4  1.27553869742384696	7.176196286208296193e-01	1.212753931001224750e-01	
1  0.20368608180106737	7.312367487583795178e-01	1.214119959882611482e-01	
1  0.00941817378497118891	7.383511128498542186e-01	1.215975628889519045e-01	
2  0.048319167643468712	7.358856876042515482e-01	1.218475441454718033e-01	
1  0.438136550455361484	7.535925433257761874e-01	1.221169721417564441e-01	
1  0.334745226043191624	7.519187802612278260e-01	1.220760229692389315e-01	
1  0.381462261181774009	7.527030681965949377e-01	1.221274907135945081e-01	
1  0.79046920067797144	7.581544229604154639e-01	1.223100231830830248e-01	
4  2.83444068772109103	7.741093661659629310e-01	1.221294445150110930e-01	
1  2.31546802014662934	7.708578458528203559e-01	1.221662157445796842e-01	
2  1.63559032332431564	7.659826958396159791e-01	1.222766373148082841e-01	
1  0.793429073214259928	7.581878192255468996e-01	1.223605739990832053e-01	
1  0.618367589032981058	7.560916206041438103e-01	1.224552262555874405e-01	
1  0.605738230360265861	7.559295269774771731e-01	1.223735711614490212e-01	
1  1.08759262845889793	7.612428831636167681e-01	1.224002910695780738e-01	
1  0.753569951531461002	7.577327189518332506e-01	1.221971658715312742e-01	
1  0.761073968569314419	7.578193010718073941e-01	1.221066837799251459e-01	
1  0.336495794760859501	7.519491211733400071e-01	1.220873978572501045e-01	
2  0.160548653637835409	7.483464937108696979e-01	1.219807611347804160e-01	
1  0.121161387430728698	7.472901333551702496e-01	1.221290570781037588e-01	
2  0.0712596686192951551	7.456607461384390234e-01	1.220482454135519007e-01	
1  0.0102609681804324872	7.423342180924877853e-01	1.219369196712576375e-01	
1  0.0056718834974928108	7.387875988703822561e-01	1.215653447374893115e-01	
1  0.186934170640936426	7.316174420626132546e-01	1.216456608379090087e-01	
1  0.269281375140708878	7.507209305230744256e-01	1.214976628036467110e-01	
1  0.000268290685152060434	7.399710679895356025e-01	1.212978507665898598e-01	
1  0.0871539485588166546	7.343714719892033838e-01	1.210718269565457389e-01	
1  0.0125172490624425297	7.425467657202969862e-01	1.213724132998902916e-01	
1  0.00555134516781929845	7.417962441242250682e-01	1.214614455208448129e-01	
3  1.60345359551489741	7.657291322305588288e-01	1.213095437387255726e-01	
1  2.27652687548580435	7.705997979918334240e-01	1.211190198073103935e-01	
1  2.34778100080176655	7.710703285975846200e-01	1.213870458897278876e-01	
1  2.24718012167300252	7.704038668524209044e-01	1.214807856603742214e-01	
4  1.14938286319596172	7.618295871086666615e-01	1.215424609056929700e-01	
1  1.86288816297560267	7.677092236001824554e-01	1.215732782184676258e-01	
1  0.501346454089039772	7.545191067935024254e-01	1.215576247912376479e-01	
1  0.154491881814193377	7.481932557349947333e-01	1.216493011992145351e-01	
1  0.00236753907766287103	7.412771290391958479e-01	1.218912621377414712e-01	
1  0.146275421959920743	7.479804916618661981e-01	1.218378898742200206e-01	
2  0.0855103604652084764	7.461723605277953419e-01	1.220716255635104081e-01	
2  1.82350704039935625e-06	7.402728820369633977e-01	1.217332837830998049e-01	
1  0.0940926381874895162	7.341399935772556784e-01	1.215870978025290899e-01	
